wavelength_nm,usgs_aspen_green_reflectance,usgs_dry_grass_reflectance,usgs_sand_reflectance,usgs_seawater_reflectance,chemla_bchl_a_yf10_absorbance,chemla_smurfp_biliverdin_ecoli_absorbance,chemla_smurfp_biliverdin_pputida_absorbance
941.0,0.470133473,0.329160333,0.302341493,0.01975948,-0.00159547841,0.0449950123,0.0371338558
942.0,0.470009696,0.329328215,0.302486994,0.0197580073,-0.00138219991,0.0455351615,0.0365961924
943.0,0.469885918,0.329496767,0.302630037,0.0197565347,-0.00250231088,0.0449925663,0.0366585152
944.0,0.469762141,0.329665328,0.302754639,0.0197550621,-0.00353331306,0.0446772218,0.0371896441
945.0,0.469638364,0.329832942,0.302879301,0.0197535895,-0.0024410812,0.0468530802,0.0392856594
946.0,0.469514587,0.329998583,0.303009363,0.0197521169,-0.00234942278,0.0474755995,0.0398739564
947.0,0.469390809,0.330162135,0.303145706,0.0197506442,-0.00311699284,0.0467642104,0.0391675215
948.0,0.469267032,0.330323638,0.303285389,0.0197491716,-0.00341671361,0.0477560671,0.0389125769
949.0,0.469143255,0.33048287,0.30342665,0.019747699,-0.00340183706,0.0482925366,0.0393225573
950.0,0.469019478,0.330638892,0.303562281,0.0197476419,-0.00269500489,0.0472115395,0.0413340524
951.0,0.4688957,0.330790553,0.303709394,0.0197475848,-0.0014189668,0.0481095226,0.0423134022
952.0,0.468771923,0.330936727,0.303887216,0.0197475276,0.00011597168,0.0499909028,0.0427417026
953.0,0.468648146,0.331079269,0.304028299,0.0197474705,-0.000567928127,0.0480398432,0.043390095
954.0,0.468524369,0.33121949,0.30414078,0.0197474134,-0.000880185876,0.0471067729,0.0439203838
955.0,0.468400592,0.331358643,0.304260913,0.0197473563,-0.000613594486,0.0477592664,0.0442667209
956.0,0.468276814,0.331496394,0.304424263,0.0197472991,-0.000295153069,0.0484971884,0.0442719177
957.0,0.468153037,0.331632257,0.304534638,0.019747242,0.000128383432,0.0490868456,0.0440013254
958.0,0.46802926,0.33176556,0.30463061,0.0197475827,0.00113650777,0.048526094,0.0426178605
959.0,0.467905483,0.331896221,0.304756882,0.0197479234,0.00110365637,0.0487835047,0.042878188
960.0,0.467781705,0.332024192,0.304922522,0.0197482641,4.22464438e-05,0.0498493186,0.0447627002
961.0,0.467657928,0.332149026,0.305039496,0.0197486049,0.00040178365,0.0507722494,0.0443175349
962.0,0.467534151,0.332269219,0.305172179,0.0197489456,0.00131429906,0.0507614942,0.0434227766
963.0,0.467410374,0.33238256,0.30533874,0.0197492863,0.00329966952,0.0479222451,0.0421850845
964.0,0.467286596,0.332488331,0.305454761,0.019749627,0.0042832866,0.0479008748,0.0420835169
965.0,0.467162819,0.332587573,0.305601844,0.0197491995,0.00463713691,0.0496510049,0.0426961904
966.0,0.467039042,0.332682128,0.305750367,0.019748772,0.00410220235,0.0489237247,0.0433741018
967.0,0.466915265,0.332773539,0.305885669,0.0197483445,0.00364242716,0.0486142069,0.0435102097
968.0,0.466791488,0.332861961,0.306052001,0.019747917,0.0033438005,0.0491322682,0.0426601089
969.0,0.46666771,0.332947192,0.306192852,0.0197474895,0.00235539996,0.0482296349,0.0429588207
970.0,0.466543933,0.333029478,0.306308807,0.0197470619,0.00122628051,0.0470783585,0.0435743904
971.0,0.466420156,0.333110778,0.306429918,0.0197452116,0.00122347898,0.0486347691,0.043090885
972.0,0.466296379,0.3331933,0.30660331,0.0197433613,0.00132343366,0.0483471187,0.0429875111
973.0,0.466172601,0.333278921,0.306761682,0.0197415109,0.00154066684,0.0459547907,0.0433179918
974.0,0.466048824,0.333367112,0.306935854,0.0197396606,0.000915066269,0.0453996606,0.0441973938
975.0,0.465925047,0.333456808,0.307136596,0.0197378102,-0.000143061028,0.0454031357,0.0447420858
976.0,0.46580127,0.333546999,0.307261079,0.0197359598,-0.00222313731,0.0461712843,0.0436052681
977.0,0.465677492,0.33363858,0.30740556,0.019732888,-0.00233922342,0.0457135418,0.0431207337
978.0,0.465553715,0.333731921,0.307577072,0.0197298162,-0.00102139282,0.0443607713,0.0431124337
979.0,0.465429938,0.333827853,0.307742774,0.0197267443,-0.000364626362,0.0429520537,0.0451636026
980.0,0.465306161,0.333927778,0.307868447,0.0197236725,-0.000352954122,0.0419180015,0.0462752561
981.0,0.465182384,0.334033279,0.308018888,0.0197206006,-0.00163661414,0.0416865024,0.0451552499
982.0,0.465058606,0.334145371,0.308181671,0.0197175287,-0.00197293491,0.0419662096,0.0441196682
983.0,0.464934829,0.334262762,0.308327113,0.0197136543,-0.00191348014,0.042557777,0.043237508
984.0,0.464811052,0.334383546,0.308495335,0.0197097798,-0.0023133756,0.0444144942,0.0441331613
985.0,0.464687275,0.334506779,0.308673618,0.0197059053,-0.00250177265,0.0441593451,0.0443493648
986.0,0.464563497,0.33463234,0.3088443,0.0197020309,-0.00241095255,0.0411161403,0.0436685683
987.0,0.46443972,0.334761831,0.308996772,0.0196981564,-0.00349806224,0.040572566,0.0424430553
988.0,0.464315943,0.334895433,0.309154843,0.0196942819,-0.00460301353,0.0402642757,0.0414690387
989.0,0.464192166,0.335030557,0.309316217,0.0196900218,-0.00439390473,0.038117865,0.0423530996
990.0,0.464068388,0.335163589,0.309458759,0.0196857616,-0.00439326963,0.0381295539,0.041774922
991.0,0.463944611,0.33529219,0.30956155,0.0196815015,-0.0045680903,0.0399575439,0.0399660942
992.0,0.463820834,0.335418793,0.309668303,0.0196772414,-0.00536200079,0.0389025596,0.0396923234
993.0,0.463697057,0.335546824,0.309829536,0.0196729812,-0.00581563625,0.0382607691,0.0392124828
994.0,0.46357328,0.335679527,0.310013856,0.0196687211,-0.0052626658,0.0393532946,0.0378443341
995.0,0.463449502,0.3358191,0.3101562,0.0196644937,-0.00565732362,0.038559731,0.0380719379
996.0,0.463325725,0.335966381,0.310318202,0.0196602664,-0.00655932701,0.0368169807,0.0391067443
997.0,0.463201948,0.336115272,0.310480653,0.019656039,-0.00769536714,0.0369716774,0.0386972473
998.0,0.463078171,0.336227387,0.310636155,0.0196518117,-0.0087495269,0.038126472,0.039528412
999.0,0.462954393,0.3362563,0.310787348,0.0196475843,-0.00967827494,0.0408130623,0.0422598308
1000.0,0.462830616,0.33617496,0.31096819,0.019643357,-0.00842634049,0.0429049186,0.0427874852
